1	CHEMBL480556
2	CHEMBL480556
3	CHEMBL521242
4	CHEMBL521242
5	CHEMBL187326
6	CHEMBL187326
7	CHEMBL22113
8	CHEMBL87981
9	CHEMBL87981
10	CHEMBL124788
11	CHEMBL55196
12	CHEMBL55196
13	CHEMBL55196
14	CHEMBL55196
15	CHEMBL604591
16	CHEMBL17302
17	CHEMBL68738
18	CHEMBL222530
19	CHEMBL222530
20	CHEMBL222530
21	CHEMBL21572
22	CHEMBL21572
23	CHEMBL513030
24	CHEMBL513030
25	CHEMBL469879
26	CHEMBL469879
27	CHEMBL426821
28	CHEMBL426821
29	CHEMBL363377
30	CHEMBL1171718
31	CHEMBL1088393
32	CHEMBL1088393
33	CHEMBL610426
34	CHEMBL610426
35	CHEMBL609603
36	CHEMBL1088247
37	CHEMBL608464
38	CHEMBL608464
39	CHEMBL1099028
40	CHEMBL1087727
41	CHEMBL1087727
42	CHEMBL360166
43	CHEMBL572419
44	CHEMBL260146
45	CHEMBL519111
46	CHEMBL1093479
47	CHEMBL1093480
48	CHEMBL180109
49	CHEMBL407049
50	CHEMBL564224
51	CHEMBL100382
52	CHEMBL512133
53	CHEMBL512133
54	CHEMBL246263
55	CHEMBL246263
56	CHEMBL404864
57	CHEMBL246262
58	CHEMBL246262
59	CHEMBL253528
60	CHEMBL253528
61	CHEMBL551368
62	CHEMBL256755
63	CHEMBL256755
64	CHEMBL429125
65	CHEMBL222767
66	CHEMBL222767
67	CHEMBL222767
68	CHEMBL376346
69	CHEMBL376346
70	CHEMBL376346
71	CHEMBL376346
72	CHEMBL376346
73	CHEMBL376346
74	CHEMBL1221457
75	CHEMBL1092271
76	CHEMBL220445
77	CHEMBL1094548
78	CHEMBL1094548
79	CHEMBL406298
80	CHEMBL1095813
81	CHEMBL1096134
82	CHEMBL1096134
83	CHEMBL1095822
84	CHEMBL1094547
85	CHEMBL259832
86	CHEMBL1095811
87	CHEMBL186113
88	CHEMBL611583
89	CHEMBL611583
90	CHEMBL177539
91	CHEMBL177539
92	CHEMBL177539
93	CHEMBL177539
94	CHEMBL610992
95	CHEMBL610992
96	CHEMBL605461
97	CHEMBL605461
98	CHEMBL363647
99	CHEMBL363647
100	CHEMBL368619
101	CHEMBL368619
102	CHEMBL368619
103	CHEMBL368619
104	CHEMBL368619
105	CHEMBL368619
106	CHEMBL257429
107	CHEMBL270136
108	CHEMBL571672
109	CHEMBL606297
110	CHEMBL606297
111	CHEMBL468506
112	CHEMBL334873
113	CHEMBL77279
114	CHEMBL611528
115	CHEMBL611528
116	CHEMBL611527
117	CHEMBL611527
118	CHEMBL486131
119	CHEMBL112631
120	CHEMBL487569
121	CHEMBL605256
122	CHEMBL605256
123	CHEMBL605257
124	CHEMBL605257
125	CHEMBL1087820
126	CHEMBL1087462
127	CHEMBL248298
128	CHEMBL81616
129	CHEMBL472111
130	CHEMBL472111
131	CHEMBL606319
132	CHEMBL606319
133	CHEMBL606319
134	CHEMBL606319
135	CHEMBL315562
136	CHEMBL85864
137	CHEMBL405234
138	CHEMBL360241
139	CHEMBL480380
140	CHEMBL480380
141	CHEMBL452454
142	CHEMBL95101
143	CHEMBL95101
144	CHEMBL336608
145	CHEMBL336608
146	CHEMBL336608
147	CHEMBL409460
148	CHEMBL409460
149	CHEMBL1088398
150	CHEMBL406315
151	CHEMBL515992
152	CHEMBL163626
153	CHEMBL447192
154	CHEMBL468295
155	CHEMBL179265
156	CHEMBL485765
157	CHEMBL487572
158	CHEMBL520229
159	CHEMBL472026
160	CHEMBL472026
161	CHEMBL511159
162	CHEMBL464928
163	CHEMBL1087183
164	CHEMBL1098765
165	CHEMBL1098458
166	CHEMBL1098458
167	CHEMBL354419
168	CHEMBL577036
169	CHEMBL369373
170	CHEMBL369373
171	CHEMBL369373
172	CHEMBL369373
173	CHEMBL259164
174	CHEMBL183531
175	CHEMBL189192
176	CHEMBL189192
177	CHEMBL189192
178	CHEMBL189192
179	CHEMBL189192
180	CHEMBL189192
181	CHEMBL174979
182	CHEMBL325237
183	CHEMBL175664
184	CHEMBL603783
185	CHEMBL603783
186	CHEMBL603783
187	CHEMBL240847
188	CHEMBL240847
189	CHEMBL1095695
190	CHEMBL1087079
191	CHEMBL1087078
192	CHEMBL1086956
193	CHEMBL369573
194	CHEMBL184411
195	CHEMBL1087185
196	CHEMBL1087185
197	CHEMBL605065
198	CHEMBL605065
199	CHEMBL193613
200	CHEMBL609256
201	CHEMBL609256
202	CHEMBL605241
203	CHEMBL605241
204	CHEMBL605241
205	CHEMBL605241
206	CHEMBL221573
207	CHEMBL221573
208	CHEMBL221573
209	CHEMBL406314
210	CHEMBL406314
211	CHEMBL368525
212	CHEMBL611586
213	CHEMBL611586
214	CHEMBL179478
215	CHEMBL179478
216	CHEMBL179478
217	CHEMBL179478
218	CHEMBL513009
219	CHEMBL513009
220	CHEMBL513009
221	CHEMBL1222303
222	CHEMBL470088
223	CHEMBL470088
224	CHEMBL469893
225	CHEMBL469893
226	CHEMBL420307
227	CHEMBL360136
228	CHEMBL360136
229	CHEMBL360136
230	CHEMBL360136
231	CHEMBL604019
232	CHEMBL604019
233	CHEMBL604019
234	CHEMBL604019
235	CHEMBL604212
236	CHEMBL604212
237	CHEMBL77691
238	CHEMBL176039
239	CHEMBL176039
240	CHEMBL176039
241	CHEMBL176039
242	CHEMBL402389
243	CHEMBL267200
244	CHEMBL267200
245	CHEMBL92210
246	CHEMBL92210
247	CHEMBL1093313
248	CHEMBL245848
249	CHEMBL245848
250	CHEMBL507754
251	CHEMBL489592
252	CHEMBL409419
253	CHEMBL409419
254	CHEMBL409419
255	CHEMBL258006
256	CHEMBL260718
257	CHEMBL264433
258	CHEMBL260719
259	CHEMBL1172276
260	CHEMBL1088235
261	CHEMBL1088235
262	CHEMBL411034
263	CHEMBL260615
264	CHEMBL275605
265	CHEMBL608029
266	CHEMBL608029
267	CHEMBL16867
268	CHEMBL479784
269	CHEMBL479784
270	CHEMBL516753
271	CHEMBL516753
272	CHEMBL516753
273	CHEMBL516753
274	CHEMBL222097
275	CHEMBL222097
276	CHEMBL222097
277	CHEMBL222097
278	CHEMBL222097
279	CHEMBL222097
280	CHEMBL449710
281	CHEMBL449710
282	CHEMBL449710
283	CHEMBL482138
284	CHEMBL360029
285	CHEMBL576351
286	CHEMBL575197
287	CHEMBL575197
288	CHEMBL56487
289	CHEMBL56487
290	CHEMBL1171164
291	CHEMBL383568
292	CHEMBL383568
293	CHEMBL260989
294	CHEMBL466035
295	CHEMBL86605
296	CHEMBL86605
297	CHEMBL86605
298	CHEMBL86605
299	CHEMBL481146
300	CHEMBL481146
301	CHEMBL274274
302	CHEMBL487554
303	CHEMBL487553
304	CHEMBL39503
305	CHEMBL39503
306	CHEMBL39503
307	CHEMBL39503
308	CHEMBL17103
309	CHEMBL481737
310	CHEMBL373700
311	CHEMBL373700
312	CHEMBL373700
313	CHEMBL245645
314	CHEMBL248299
315	CHEMBL248299
316	CHEMBL605166
317	CHEMBL605166
318	CHEMBL398046
319	CHEMBL360707
320	CHEMBL360707
321	CHEMBL607796
322	CHEMBL607796
323	CHEMBL611571
324	CHEMBL611571
325	CHEMBL456287
326	CHEMBL184309
327	CHEMBL184309
328	CHEMBL184309
329	CHEMBL184309
330	CHEMBL184309
331	CHEMBL184309
332	CHEMBL426530
333	CHEMBL82901
334	CHEMBL175476
335	CHEMBL466453
336	CHEMBL466453
337	CHEMBL353323
338	CHEMBL353323
339	CHEMBL353323
340	CHEMBL175564
341	CHEMBL175564
342	CHEMBL175564
343	CHEMBL175564
344	CHEMBL312449
345	CHEMBL572386
346	CHEMBL255951
347	CHEMBL576153
348	CHEMBL576153
349	CHEMBL255739
350	CHEMBL468370
351	CHEMBL467035
352	CHEMBL175961
353	CHEMBL611917
354	CHEMBL611917
355	CHEMBL611917
356	CHEMBL611917
357	CHEMBL314313
358	CHEMBL314313
359	CHEMBL87459
360	CHEMBL87459
361	CHEMBL373026
362	CHEMBL252171
363	CHEMBL610111
364	CHEMBL610111
365	CHEMBL610111
366	CHEMBL610111
367	CHEMBL1099368
368	CHEMBL1099368
369	CHEMBL408703
370	CHEMBL401321
371	CHEMBL17859
372	CHEMBL17859
373	CHEMBL17859
374	CHEMBL17859
375	CHEMBL17859
376	CHEMBL17859
377	CHEMBL17859
378	CHEMBL17859
379	CHEMBL17859
380	CHEMBL17859
381	CHEMBL17859
382	CHEMBL17859
383	CHEMBL17859
384	CHEMBL17859
385	CHEMBL17859
386	CHEMBL17859
387	CHEMBL606105
388	CHEMBL606105
389	CHEMBL606105
390	CHEMBL606105
391	CHEMBL595365
392	CHEMBL605895
393	CHEMBL605895
394	CHEMBL605895
395	CHEMBL605895
396	CHEMBL270761
397	CHEMBL605690
398	CHEMBL605690
399	CHEMBL606079
400	CHEMBL606079
401	CHEMBL605265
402	CHEMBL605265
403	CHEMBL1095488
404	CHEMBL1095488
405	CHEMBL1095490
406	CHEMBL601514
407	CHEMBL601514
408	CHEMBL601514
409	CHEMBL423542
410	CHEMBL398272
411	CHEMBL246469
412	CHEMBL246469
413	CHEMBL367572
414	CHEMBL367572
415	CHEMBL367572
416	CHEMBL367572
417	CHEMBL593746
418	CHEMBL409915
419	CHEMBL246054
420	CHEMBL317580
421	CHEMBL605878
422	CHEMBL605878
423	CHEMBL166429
424	CHEMBL273590
425	CHEMBL252345
426	CHEMBL97748
427	CHEMBL183181
428	CHEMBL183181
429	CHEMBL183181
430	CHEMBL183181
431	CHEMBL256382
432	CHEMBL85549
433	CHEMBL85549
434	CHEMBL222431
435	CHEMBL222431
436	CHEMBL222431
437	CHEMBL221561
438	CHEMBL221561
439	CHEMBL221561
440	CHEMBL222589
441	CHEMBL222589
442	CHEMBL222589
443	CHEMBL222589
444	CHEMBL222589
445	CHEMBL222590
446	CHEMBL222590
447	CHEMBL222590
448	CHEMBL360124
449	CHEMBL408624
450	CHEMBL456069
451	CHEMBL222145
452	CHEMBL222145
453	CHEMBL222145
454	CHEMBL607615
455	CHEMBL607615
456	CHEMBL608966
457	CHEMBL608966
458	CHEMBL75416
459	CHEMBL75416
460	CHEMBL75416
461	CHEMBL75416
462	CHEMBL75416
463	CHEMBL75416
464	CHEMBL75416
465	CHEMBL75416
466	CHEMBL480542
467	CHEMBL480542
468	CHEMBL604653
469	CHEMBL604653
470	CHEMBL604653
471	CHEMBL604653
472	CHEMBL491317
473	CHEMBL604652
474	CHEMBL604652
475	CHEMBL604652
476	CHEMBL604652
477	CHEMBL603813
478	CHEMBL603813
479	CHEMBL561163
480	CHEMBL561163
481	CHEMBL87844
482	CHEMBL87844
483	CHEMBL187586
484	CHEMBL187586
485	CHEMBL187586
486	CHEMBL187586
487	CHEMBL187586
488	CHEMBL187586
489	CHEMBL601628
490	CHEMBL418564
491	CHEMBL418564
492	CHEMBL604440
493	CHEMBL604440
494	CHEMBL596308
495	CHEMBL392136
496	CHEMBL193761
497	CHEMBL110047
498	CHEMBL95229
499	CHEMBL489126
500	CHEMBL1087714
501	CHEMBL1087714
502	CHEMBL409700
503	CHEMBL1087709
504	CHEMBL366472
505	CHEMBL366472
506	CHEMBL366472
507	CHEMBL282888
508	CHEMBL255647
509	CHEMBL603809
510	CHEMBL603809
511	CHEMBL603809
512	CHEMBL603809
513	CHEMBL293102
514	CHEMBL59084
515	CHEMBL340868
516	CHEMBL340868
517	CHEMBL596014
518	CHEMBL17094
519	CHEMBL257982
520	CHEMBL611048
521	CHEMBL470942
522	CHEMBL470942
523	CHEMBL608298
524	CHEMBL608298
525	CHEMBL608297
526	CHEMBL608297
527	CHEMBL196259
528	CHEMBL196258
529	CHEMBL608005
